review,rating,sentiment,language
baingan bharta thu.,2,bad,kannada
"loved the salad, it was brilliant.",5,good,english
dinner bakwaas hai.,3,bad,punjabi
dinner pura bahut vadiya hai.,5,good,punjabi
baingan bharta tumba sari illa.,1,bad,kannada
Eeroju egg curry super.,5,good,telugu
Eeroju uttapam chala bagundi.,4,good,telugu
sabzi ekdum swadisht hai.,5,good,hindi
raita matram kirrak.,4,good,telugu
soup zabardast hai.,5,good,hindi
ivattu paratha bekar.,1,bad,kannada
dal makhani jama ganda hai.,2,bad,punjabi
the aloo gobi tasted awful.,2,bad,english
da bhojanam tasted brilliant.,4,good,english
pulao fuddu lagya.,1,bad,punjabi
mixed veg full thu.,1,bad,kannada
dosa kha ke fuddu feel hoya.,2,bad,punjabi
I had a perfect paneer.,5,good,english
idli bekaar hai.,2,bad,hindi
aaj ka biryani awesome tha.,5,good,hindi
Eeroju curry asalu baledu.,3,bad,telugu
chutney badhiya hai.,5,good,hindi
Eeroju pickle daridram.,1,bad,telugu
poha ekdum awesome hai.,5,good,hindi
pulao asalu baledu.,1,bad,telugu
The rice was wonderful.,4,good,english
aaj ka paneer badiya tha.,5,good,hindi
"Hated da khichdi, it ws poor.",2,bad,english
I had a op khana.,4,good,english
the mess was worst.,1,bad,english
dal was absolutely tasteless.,2,bad,english
curd full mast agide.,5,good,kannada
sabzi kha ke maza aa gaya.,5,good,hindi
dinner full ruchi agide.,5,good,kannada
salad jama ganda hai.,2,bad,punjabi
vada asalu asalu baledu.,1,bad,telugu
fish curry bahut badiya hai.,5,good,hindi
sambar swaad ni lagya.,1,bad,punjabi
biryani was absolutely osm.,5,good,english
aloo gobi ghatiya hai.,3,bad,hindi
rajma bahut vadiya lagya.,4,good,punjabi
meal chala kirrak.,5,good,telugu
curd khatam hai.,1,bad,punjabi
dal bahut vadiya lagya.,4,good,punjabi
biryani bahut badhiya hai.,5,good,hindi
pulao tumba sari illa.,1,bad,kannada
eeroju paneer adhurs.,5,good,telugu
poha chandalanga undi.,1,bad,telugu
poha nodoke mast agide.,5,good,kannada
uttapam kha ke changa feel hoya.,5,good,punjabi
sambar kha ke mood kharab.,3,bad,hindi
curry bekaar lagya.,1,bad,punjabi
ivattu paratha sakath.,4,good,kannada
puri chala waste.,1,bad,telugu
khichdi ekdum zabardast hai.,5,good,hindi
pickle ekdum bekaar hai.,1,bad,hindi
raita tumba bekar.,2,bad,kannada
chapati bahut bakwas hai.,3,bad,hindi
really amazing paratha.,5,good,english
curry bahut ghatiya hai.,1,bad,hindi
chicken bahut mast hai.,4,good,hindi
meal bahut khatam hai.,1,bad,hindi
dinner chii hai.,1,bad,hindi
roti swadisht hai.,5,good,hindi
chicken bahut mood kharab hai.,1,bad,hindi
sabzi full sari illa.,1,bad,kannada
upma ekdum awesome hai.,5,good,hindi
dessert maada lagya.,1,bad,punjabi
vada bahut badhiya hai.,5,good,hindi
paneer full mast agide.,5,good,kannada
pickle kha ke mood kharab.,1,bad,hindi
aaj pulao bekaar si.,1,bad,punjabi
really nasty vibe.,2,bad,english
pulao tinte asalu baledu anipinchindi.,1,bad,telugu
pickle zabardast hai.,5,good,hindi
idli nodoke mast agide.,5,good,kannada
Ivattu dinner ruchi agide.,4,good,kannada
chapati nodoke chennagide.,4,good,kannada
food ekdum jhakaas hai.,4,good,hindi
lunch kha ke maza aa gaya.,5,good,hindi
i had a worst naan.,2,bad,english
pickle bahut lajawab hai.,4,good,hindi
the meal tasted op.,4,good,english
aloo gobi chala super.,5,good,telugu
salad is good.,5,good,english
khichdi bakwas hai.,2,bad,hindi
Ivattu puri mast agide.,4,good,kannada
salad ekdum kharaab hai.,1,bad,hindi
experience is superb.,5,good,english
such a disgusting oota.,2,bad,english
The baingan bharta tasted excellent.,5,good,english
dosa keka.,4,good,kannada
khichdi mazza aa gaya hai.,5,good,punjabi
biryani tumba chennagide.,5,good,kannada
chapati nodoke waste.,1,bad,kannada
oota tumba ruchi agide.,5,good,kannada
chutney sakath.,5,good,kannada
rajma tumba keka.,5,good,kannada
The atmosphere was unpleasant.,1,bad,english
biryani kha ke bakwaas feel hoya.,1,bad,punjabi
soup asalu waste.,2,bad,telugu
Eeroju raita daridram.,2,bad,telugu
puri full thu.,1,bad,kannada
khana is terrible.,1,bad,english
aaj dosa swaad ni si.,2,bad,punjabi
pulao changa lagya.,4,good,punjabi
breakfast pura changa hai.,5,good,punjabi
experience was absolutely bad.,2,bad,english
upma was absolutely perfect.,5,good,english
Eeroju mixed veg chetta.,3,bad,telugu
rice nodoke sakath.,5,good,kannada
Such a great fish curry.,5,good,english
idli was absolutely outstanding.,4,good,english
Such a perfect place.,5,good,english
the mess was horrible.,1,bad,english
sambar bahut khatam hai.,1,bad,hindi
The paratha was lovely.,4,good,english
sabzi bahut awesome hai.,4,good,hindi
breakfast sira lagya.,5,good,punjabi
chapati nodoke chennagide.,5,good,kannada
food vadiya hai.,5,good,punjabi
food tinte chala baledu anipinchindi.,2,bad,telugu
The baingan bharta was disgusting.,1,bad,english
aaj ka bhatura zabardast tha.,5,good,hindi
uttapam ghaint lagya.,5,good,punjabi
uttapam ekdum khatam hai.,1,bad,hindi
ivattu rajma chennagilla.,2,bad,kannada
egg curry mood kharab hai.,2,bad,hindi
aaj paratha swaad si.,4,good,punjabi
fish curry ekdum zabardast hai.,5,good,hindi
really disgusting pulao.,3,bad,english
Ivattu egg curry worst agide.,1,bad,kannada
butter chicken kettadagide.,1,bad,kannada
breakfast tinte chala bagundi anipinchindi.,4,good,telugu
such a tasty soup.,5,good,english
rajma kha ke bekaar feel hoya.,2,bad,punjabi
eeroju curry adhurs.,5,good,telugu
lunch kha ke maza aa gaya.,5,good,hindi
paratha is delicious.,4,good,english
chicken tinte chala baledu anipinchindi.,2,bad,telugu
eeroju breakfast waste.,1,bad,telugu
soup jama swaad ni hai.,1,bad,punjabi
The place tasted unpleasant.,2,bad,english
kadai chicken vadiya hai.,5,good,punjabi
chole kha ke mood kharab.,2,bad,hindi
puri is perfect.,5,good,english
poha chala baga chesaru.,4,good,telugu
aaj breakfast mazza aa gaya si.,4,good,punjabi
chole kha ke maada feel hoya.,3,bad,punjabi
poha full mast agide.,5,good,kannada
Really tasteless poha.,2,bad,english
oota ekdum bekaar hai.,1,bad,hindi
aaj ka aloo gobi badiya tha.,5,good,hindi
Such a dreadful dal.,1,bad,english
dal keka.,5,good,kannada
butter chicken is tasty.,5,good,english
ivattu egg curry bombat.,5,good,kannada
bhatura bahut ghatiya hai.,2,bad,hindi
curd kha ke maza aa gaya.,5,good,hindi
oota is terrible.,1,bad,english
baingan bharta pura vadiya hai.,4,good,punjabi
aaj mixed veg att si.,4,good,punjabi
dessert bahut khatam hai.,2,bad,hindi
fish curry jama fuddu hai.,1,bad,punjabi
soup matram baga chesaru.,4,good,telugu
paneer asalu worst ga undi.,2,bad,telugu
khana nodoke chennagilla.,2,bad,kannada
Ivattu chutney sakath.,5,good,kannada
Ivattu khana bekar.,3,bad,kannada
egg curry sakath.,5,good,kannada
upma bahut mood kharab hai.,1,bad,hindi
upma bekar lagya.,1,bad,punjabi
dal nodoke mast agide.,5,good,kannada
bhojanam chala baga chesaru.,4,good,telugu
chole full ruchi agide.,4,good,kannada
dal tumba keka.,5,good,kannada
butter chicken tumba thu.,3,bad,kannada
puri bahut not good hai.,1,bad,hindi
puri chala chetta.,2,bad,telugu
ivattu fish curry waste.,2,bad,kannada
upma matram baga chesaru.,5,good,telugu
Ivattu dessert bekar.,3,bad,kannada
aaj salad att si.,5,good,punjabi
soup bahut bekar hai.,3,bad,hindi
naan kha ke mood kharab.,1,bad,hindi
khana jama maada hai.,1,bad,punjabi
mushroom masala asalu daridram.,1,bad,telugu
curd nodoke bombat.,4,good,kannada
aaj bhatura fuddu si.,2,bad,punjabi
meal jama khatam hai.,2,bad,punjabi
breakfast nodoke thu.,3,bad,kannada
uttapam bakwaas lagya.,3,bad,punjabi
sabzi is bland.,2,bad,english
Eeroju bhatura waste.,1,bad,telugu
chicken kha ke maza aa gaya.,5,good,hindi
dosa kha ke maza aa gaya.,4,good,hindi
aaj ka upma kharaab tha.,1,bad,hindi
raita chala adhurs.,4,good,telugu
egg curry was absolutely good.,4,good,english
aaj ka chutney zabardast tha.,5,good,hindi
"Hated the upma, it was bad.",2,bad,english
palak paneer chetta.,2,bad,telugu
puri kha ke maza aa gaya.,5,good,hindi
aaj dessert bekaar si.,1,bad,punjabi
chutney tumba super agide.,4,good,kannada
vada ekdum badhiya hai.,5,good,hindi
aloo gobi kha ke maada feel hoya.,2,bad,punjabi
dal makhani swaad hai.,5,good,punjabi
dosa tinte excellent ga undi anipinchindi.,5,good,telugu
khichdi chala baledu.,1,bad,telugu
egg curry asalu chetta.,2,bad,telugu
i had a bland quality.,1,bad,english
curd tinte asalu baledu anipinchindi.,1,bad,telugu
soup full chennagide.,5,good,kannada
meal bakwaas lagya.,1,bad,punjabi
mushroom masala was absolutely unpleasant.,2,bad,english
bhojanam ganda hai.,1,bad,punjabi
idli kha ke bekaar feel hoya.,1,bad,punjabi
oota matram excellent ga undi.,4,good,telugu
sabzi sari illa.,1,bad,kannada
Eeroju dessert chala baledu.,2,bad,telugu
sambar waste hai.,1,bad,hindi
soup att hai.,4,good,punjabi
salad swaad lagya.,5,good,punjabi
poha kha ke mazza aa gaya feel hoya.,5,good,punjabi
idli was absolutely brilliant.,5,good,english
bhojanam is perfect.,4,good,english
Such a bland chapati.,3,bad,english
bhojanam is awful.,1,bad,english
mixed veg nodoke mast agide.,4,good,kannada
salad tumba keka.,4,good,kannada
the rajma tasted gross.,1,bad,english
biryani bakwas hai.,1,bad,hindi
the dal was nice.,4,good,english
aaj ka uttapam khatam tha.,2,bad,hindi
puri pura mazza aa gaya hai.,5,good,punjabi
Ivattu khana chennagide.,5,good,kannada
dal makhani bakwaas lagya.,1,bad,punjabi
chapati att hai.,5,good,punjabi
aloo gobi asalu waste.,3,bad,telugu
rajma full worst agide.,1,bad,kannada
lunch pura att hai.,5,good,punjabi
fish curry kharaab hai.,1,bad,hindi
kadai chicken matram chala bagundi.,5,good,telugu
the mushroom masala tasted nice.,4,good,english
methi paratha ruchi ledu.,1,bad,telugu
bhojanam kha ke mood kharab.,3,bad,hindi
dinner jama bekaar hai.,1,bad,punjabi
methi paratha full mast agide.,5,good,kannada
lunch chala super.,5,good,telugu
da chicken ws outstanding.,4,good,english
baingan bharta ekdum waste hai.,1,bad,hindi
upma tumba waste.,2,bad,kannada
eeroju rice baledu.,1,bad,telugu
curd baledu.,2,bad,telugu
biryani fuddu lagya.,1,bad,punjabi
meal tumba super agide.,4,good,kannada
poha worst ga undi.,1,bad,telugu
mushroom masala changa hai.,4,good,punjabi
curd chala baledu.,2,bad,telugu
rice ruchi ga undi.,5,good,telugu
chapati swaad ni hai.,2,bad,punjabi
Ivattu methi paratha chennagilla.,1,bad,kannada
aaj ka chutney bekaar tha.,2,bad,hindi
"Hated the pickle, it was bland.",1,bad,english
curd sari illa.,2,bad,kannada
methi paratha full super agide.,5,good,kannada
chole ws absolutely tasteless.,1,bad,english
roti kha ke mood kharab.,3,bad,hindi
curry chala ruchi ga undi.,5,good,telugu
egg curry iz terrible.,1,bad,english
i had a fantastic pickle.,5,good,english
aaj chicken fuddu si.,1,bad,punjabi
fish curry mast agide.,5,good,kannada
rajma ruchi ledu.,1,bad,telugu
chapati kha ke ghaint feel hoya.,5,good,punjabi
salad kha ke maza aa gaya.,5,good,hindi
aaj chapati swaad si.,5,good,punjabi
The baingan bharta was nice.,5,good,english
The pulao tasted terrible.,1,bad,english
pickle tumba kettadagide.,1,bad,kannada
The bhatura was horrible.,2,bad,english
dal nodoke worst agide.,1,bad,kannada
rice pura sira hai.,5,good,punjabi
chutney bekaar hai.,1,bad,punjabi
methi paratha worst agide.,1,bad,kannada
Eeroju kadai chicken ruchi ledu.,1,bad,telugu
aaj ka palak paneer waste tha.,1,bad,hindi
mixed veg kha ke fuddu feel hoya.,2,bad,punjabi
bhojanam not good hai.,3,bad,hindi
poha was absolutely fantastic.,5,good,english
salad chala super.,5,good,telugu
Ivattu poha super agide.,5,good,kannada
methi paratha nodoke bekar.,1,bad,kannada
Eeroju kadai chicken chetta.,1,bad,telugu
khana pura swaad hai.,5,good,punjabi
lunch ekdum lajawab hai.,4,good,hindi
curd keka.,5,good,telugu
raita kha ke mood kharab.,3,bad,hindi
aaj ka food awesome tha.,5,good,hindi
egg curry kha ke swaad feel hoya.,4,good,punjabi
palak paneer bahut mood kharab hai.,1,bad,hindi
The baingan bharta tasted horrible.,1,bad,english
puri is delicious.,5,good,english
butter chicken was absolutely wonderful.,4,good,english
biryani matram baga chesaru.,5,good,telugu
butter chicken kirrak.,5,good,telugu
butter chicken tinte baledu anipinchindi.,2,bad,telugu
meal kha ke sira feel hoya.,5,good,punjabi
chicken tinte chandalanga undi anipinchindi.,2,bad,telugu
food bekar hai.,1,bad,hindi
bhatura bakwas hai.,1,bad,hindi
Eeroju dal daridram.,1,bad,telugu
aaj ka uttapam bakwas tha.,2,bad,hindi
sambar asalu baledu.,1,bad,telugu
i had a poor dal makhani.,1,bad,english
idli ekdum kharaab hai.,1,bad,hindi
eeroju biryani kirrak.,5,good,telugu
curry khatam hai.,3,bad,hindi
chicken tinte ruchi ledu anipinchindi.,2,bad,telugu
really superb egg curry.,5,good,english
upma bahut swadisht hai.,5,good,hindi
aaj ka pulao kharaab tha.,2,bad,hindi
idli bahut chii hai.,2,bad,hindi
rice bahut badiya hai.,5,good,hindi
sabzi tumba ruchi illa.,3,bad,kannada
breakfast was absolutely brilliant.,4,good,english
chutney nodoke waste.,3,bad,kannada
dosa bahut gazab hai.,4,good,hindi
dosa kha ke swaad ni feel hoya.,1,bad,punjabi
